customerID,churn_probability,risk_level
6313-GIDIT,0.71,High Risk
6176-YJWAS,0.0,Low Risk
5310-NOOVA,0.03,Low Risk
4526-EXKKN,0.03,Low Risk
5311-IHLEI,0.15,Low Risk
3987-KQDDU,0.14,Low Risk
3404-JNXAX,0.13,Low Risk
5131-PONJI,0.09,Low Risk
2845-AFFTX,0.54,Medium Risk
3489-VSFRD,0.2,Low Risk
3345-JHUEO,0.03,Low Risk
5815-HGGHV,0.05,Low Risk
5260-UMPWX,0.0,Low Risk
2249-YPRNG,0.75,High Risk
7410-YTJIK,0.58,Medium Risk
4626-GYCZP,0.97,High Risk
5649-RXQTV,0.14,Low Risk
2674-MIAHT,0.2,Low Risk
2576-HXMPA,0.0,Low Risk
7587-AOVVU,0.2,Low Risk
5590-BYNII,0.77,High Risk
6898-MDLZW,0.07,Low Risk
3237-AJGEH,0.72,High Risk
4707-YNOQA,0.01,Low Risk
9357-UJRUN,0.1,Low Risk
1591-NFNLQ,0.7,Medium Risk
8648-PFRMP,0.46,Medium Risk
7663-CUXZB,0.06,Low Risk
0258-NOKBL,0.07,Low Risk
1163-VIPRI,0.04,Low Risk
2815-CPTUL,0.75,High Risk
9348-ROUAI,0.0,Low Risk
9443-JUBUO,0.01,Low Risk
0596-BQCEQ,0.68,Medium Risk
1481-ZUWZA,0.57,Medium Risk
3043-TYBNO,0.09,Low Risk
4830-FAXFM,0.01,Low Risk
5906-BFOZT,0.44,Medium Risk
2960-NKRSO,0.16,Low Risk
8996-ZROXE,0.04,Low Risk
5598-IKHQQ,0.0,Low Risk
0397-ZXWQF,0.0,Low Risk
5266-PFRQK,0.01,Low Risk
4674-HGNUA,0.0,Low Risk
6765-MBQNU,0.01,Low Risk
9786-IJYDL,0.26,Low Risk
1303-SRDOK,0.01,Low Risk
3769-MHZNV,0.0,Low Risk
6295-OSINB,0.03,Low Risk
3308-MHOOC,0.11,Low Risk
2309-OSFEU,0.81,High Risk
2207-QPJED,0.3,Low Risk
4177-JPDFU,0.05,Low Risk
2239-CFOUJ,0.08,Low Risk
8046-DNVTL,0.02,Low Risk
2209-XADXF,0.19,Low Risk
6620-JDYNW,0.05,Low Risk
1891-FZYSA,0.79,High Risk
4770-UEZOX,0.19,Low Risk
1038-RQOST,0.0,Low Risk
7613-LLQFO,0.79,High Risk
4568-TTZRT,0.19,Low Risk
9513-DXHDA,0.04,Low Risk
2640-PMGFL,0.82,High Risk
3801-HMYNL,0.9,High Risk
0516-QREYC,0.02,Low Risk
9685-WKZGT,0.74,High Risk
6022-UGGSO,0.74,High Risk
8084-OIVBS,0.01,Low Risk
8896-BQTTI,0.12,Low Risk
3865-QBWSJ,0.06,Low Risk
3352-RICWQ,0.0,Low Risk
2160-GPFXD,0.02,Low Risk
2065-MMKGR,0.07,Low Risk
5857-TYBCJ,0.11,Low Risk
1498-NHTLT,0.03,Low Risk
4484-CGXFK,0.34,Medium Risk
1402-PTHGN,0.02,Low Risk
4176-RELJR,0.0,Low Risk
6214-EDAKZ,0.56,Medium Risk
5199-FPUSP,0.03,Low Risk
6377-KSLXC,0.02,Low Risk
1796-JANOW,0.0,Low Risk
0238-WHBIQ,0.0,Low Risk
8735-NBLWT,0.12,Low Risk
6651-RLGGM,0.0,Low Risk
6127-ISGTU,0.88,High Risk
1614-JBEBI,0.06,Low Risk
8740-XLHDR,0.76,High Risk
1208-DNHLN,0.64,Medium Risk
1761-AEZZR,1.0,High Risk
3923-CSIHK,0.68,Medium Risk
5696-EXCYS,0.0,Low Risk
5795-KTGUD,0.04,Low Risk
7120-RFMVS,0.85,High Risk
7924-GJZFI,0.48,Medium Risk
4702-HDRKD,0.03,Low Risk
8512-WIWYV,0.0,Low Risk
5897-ZYEKH,0.05,Low Risk
5456-ITGIC,0.0,Low Risk
7317-GGVPB,0.69,Medium Risk
1406-PUQVY,0.15,Low Risk
1322-AGOQM,0.74,High Risk
3677-IYRBF,0.84,High Risk
5692-FPTAH,0.89,High Risk
9114-AAFQH,0.13,Low Risk
8715-KKTFG,0.11,Low Risk
1550-LOAHA,0.71,High Risk
1728-BQDMA,0.2,Low Risk
0268-QKIWO,0.67,Medium Risk
0876-WDUUZ,0.69,Medium Risk
5117-ZSMHQ,0.0,Low Risk
5151-HQRDG,0.02,Low Risk
0960-HUWBM,0.01,Low Risk
6465-GSRCL,0.1,Low Risk
0617-FHSGK,0.83,High Risk
0263-FJTQO,0.0,Low Risk
7319-ZNRTR,0.0,Low Risk
2858-MOFSQ,0.14,Low Risk
7503-EPSZW,0.0,Low Risk
7089-XXAYG,0.05,Low Risk
8118-LSUEL,0.83,High Risk
8070-AAWZP,0.19,Low Risk
1666-JXLKU,0.77,High Risk
7855-DIWPO,0.19,Low Risk
5133-POWUA,0.41,Medium Risk
5652-MSDEY,0.25,Low Risk
7005-CCBKV,0.85,High Risk
1810-BOHSY,0.06,Low Risk
1784-BXEFA,0.01,Low Risk
7351-MHQVU,0.11,Low Risk
9224-VTYID,0.0,Low Risk
9500-IWPXQ,0.0,Low Risk
5762-TJXGK,0.02,Low Risk
4504-YOULA,0.06,Low Risk
5569-IDSEY,0.04,Low Risk
4250-FDVOU,0.25,Low Risk
7284-ZZLOH,0.07,Low Risk
5277-ZLOOR,0.77,High Risk
2141-RRYGO,0.76,High Risk
1777-JYQPJ,0.19,Low Risk
6376-GAHQE,0.92,High Risk
3401-URHDA,0.04,Low Risk
1599-EAHXY,0.0,Low Risk
8631-XVRZL,0.04,Low Risk
5052-PNLOS,0.93,High Risk
3853-LYGAM,0.16,Low Risk
6979-ZNSFF,0.91,High Risk
5751-USDBL,0.0,Low Risk
5680-LQOGP,0.0,Low Risk
2386-LAHRK,0.87,High Risk
8189-DUKMV,0.05,Low Risk
6032-IGALN,0.74,High Risk
9931-DCEZH,0.01,Low Risk
1898-JSNDC,0.07,Low Risk
0315-LVCRK,0.13,Low Risk
3911-RSNHI,0.0,Low Risk
2410-CIYFZ,0.0,Low Risk
4248-HCETZ,0.76,High Risk
5505-OVWQW,0.0,Low Risk
7271-AJDTL,0.11,Low Risk
1867-TJHTS,0.05,Low Risk
0516-WJVXC,0.24,Low Risk
9174-FKWZE,0.37,Medium Risk
6860-YRJZP,0.29,Low Risk
4429-WYGFR,0.0,Low Risk
2817-LVCPP,0.0,Low Risk
5038-ETMLM,0.0,Low Risk
5056-FIMPT,0.23,Low Risk
4521-WFJAI,0.01,Low Risk
6569-KTMDU,0.08,Low Risk
8809-RIHDD,0.67,Medium Risk
8809-XKHMD,0.01,Low Risk
0396-YCHWO,0.24,Low Risk
0867-LDTTC,0.17,Low Risk
4822-NGOCH,0.84,High Risk
9391-DXGGG,0.11,Low Risk
9844-FELAJ,0.08,Low Risk
2122-SZZZD,0.01,Low Risk
5307-DZCVC,0.82,High Risk
3148-AOIQT,0.0,Low Risk
8679-JOEVF,0.7,Medium Risk
8395-ETZKQ,0.01,Low Risk
6692-YQHXC,0.11,Low Risk
3889-VWBID,0.0,Low Risk
5222-JCXZT,0.01,Low Risk
9754-CLVZW,0.29,Low Risk
1432-FPAXX,0.72,High Risk
2739-CCZMB,0.03,Low Risk
7080-TNUWP,0.07,Low Risk
0496-AHOOK,0.03,Low Risk
8336-TAVKX,0.01,Low Risk
2468-SJFLM,0.68,Medium Risk
3181-VTHOE,0.01,Low Risk
7168-HDQHG,0.05,Low Risk
4803-AXVYP,0.77,High Risk
3884-HCSWG,0.66,Medium Risk
4567-AKPIA,0.13,Low Risk
5077-DXTCG,0.97,High Risk
1142-WACZW,0.75,High Risk
7901-HXJVA,0.09,Low Risk
5649-ANRML,0.89,High Risk
4892-VLANZ,0.47833333333333344,Medium Risk
5924-IFQTT,0.17,Low Risk
7968-QUXNS,0.07,Low Risk
2919-HBCJO,0.85,High Risk
4236-XPXAV,0.88,High Risk
8903-WMRNW,0.19,Low Risk
2452-SNHFZ,0.13,Low Risk
3629-WEAAM,0.16,Low Risk
6029-CSMJE,0.02,Low Risk
7993-NQLJE,0.34,Medium Risk
9909-DFRJA,0.05,Low Risk
9099-FTUHS,0.4,Medium Risk
0581-BXBUB,0.15,Low Risk
4962-CHQPW,0.0,Low Risk
9467-ROOLM,0.01,Low Risk
3030-YZADT,0.68,Medium Risk
7410-KTVFV,0.62,Medium Risk
5150-ITWWB,0.32,Medium Risk
2253-KPMNB,0.0,Low Risk
1345-ZUKID,0.01,Low Risk
6429-SHBCB,0.07,Low Risk
9281-OFDMF,0.33,Medium Risk
2603-HVKCG,0.4,Medium Risk
1834-WULEG,0.0,Low Risk
9097-ZUBYC,0.14,Low Risk
5148-ORICT,0.01,Low Risk
4893-GYUJU,0.0,Low Risk
4578-PHJYZ,0.06,Low Risk
7272-QDCKA,0.18,Low Risk
8908-SLFCJ,0.0,Low Risk
8393-DLHGA,0.36,Medium Risk
9766-HGEDE,0.0,Low Risk
6968-MHOMU,0.07,Low Risk
7395-IGJOS,0.79,High Risk
5044-XDPYX,0.01,Low Risk
1814-WFGVS,0.0,Low Risk
2834-SPCJV,0.73,High Risk
3721-WKIIL,0.0,Low Risk
6734-CKRSM,0.08,Low Risk
1265-ZFOSD,0.0,Low Risk
6568-POCUI,0.04,Low Risk
7890-VYYWG,0.9,High Risk
5197-LQXXH,0.0,Low Risk
9907-SWKKF,0.61,Medium Risk
3457-PQBYH,0.0,Low Risk
7682-AZNDK,0.32,Medium Risk
0587-DMGBH,0.73,High Risk
5384-ZTTWP,0.01,Low Risk
3745-HRPHI,0.0,Low Risk
7636-OWBPG,0.11,Low Risk
1231-YNDEK,0.02,Low Risk
1407-DIGZV,0.0,Low Risk
6397-JNZZG,0.72,High Risk
0570-BFQHT,0.13,Low Risk
4393-OBCRR,0.08,Low Risk
3523-QRQLL,0.21,Low Risk
8564-LDKFL,0.06,Low Risk
3696-DFHHB,0.0,Low Risk
0895-DQHEW,0.84,High Risk
4717-GHADL,0.0,Low Risk
5501-TVMGM,0.14,Low Risk
5879-HMFFH,0.0,Low Risk
6772-WFQRD,0.04,Low Risk
3810-DVDQQ,0.01,Low Risk
6972-SNKKW,0.01,Low Risk
3694-GLTJM,0.23,Low Risk
8550-XSXUQ,0.16,Low Risk
8149-RSOUN,0.95,High Risk
9055-MOJJJ,0.0,Low Risk
4359-INNWN,0.0,Low Risk
0585-EGDDA,0.16,Low Risk
4032-RMHCI,0.03,Low Risk
0549-CYCQN,0.08,Low Risk
3481-JHUZH,0.11,Low Risk
7250-EQKIY,0.88,High Risk
3594-IVHJZ,0.0175,Low Risk
6869-FGJJC,0.14,Low Risk
3896-ZVNET,0.03,Low Risk
8205-VSLRB,0.01,Low Risk
5960-MVTUK,0.45,Medium Risk
6817-WTYHE,0.22,Low Risk
3082-VQXNH,0.24,Low Risk
4013-UBXWQ,0.81,High Risk
4931-TRZWN,0.13,Low Risk
0750-EKNGL,0.02,Low Risk
7669-LCRSD,0.06,Low Risk
3567-PQTSO,0.04,Low Risk
5519-NPHVG,0.91,High Risk
8043-PNYSD,0.0,Low Risk
9938-EKRGF,0.11,Low Risk
2703-AMTUL,0.02,Low Risk
0928-JMXNP,0.26,Low Risk
8173-RXAYP,0.0,Low Risk
4825-XJGDM,0.02,Low Risk
5402-HTOTQ,0.15,Low Risk
6734-JDTTV,0.0,Low Risk
7850-THJMU,0.02,Low Risk
3890-RTCMS,0.18,Low Risk
8849-GYOKR,0.28,Low Risk
3148-BLQJT,0.93,High Risk
3717-FDJFU,0.0,Low Risk
3665-JATSN,0.26,Low Risk
7966-YOTQW,0.16,Low Risk
0461-CVKMU,0.8,High Risk
8806-EAGWC,0.78,High Risk
8853-TZDGH,0.0,Low Risk
7779-LGOVN,0.92,High Risk
4324-BZCKL,0.03,Low Risk
6924-TDGMT,0.01,Low Risk
9710-ZUSHQ,0.85,High Risk
1536-YHDOE,0.03,Low Risk
8123-QBNAZ,0.11,Low Risk
3629-ZNKXA,0.52,Medium Risk
4827-LTQRJ,0.06,Low Risk
7711-YIJWC,0.1,Low Risk
5482-VXSXJ,0.14,Low Risk
7365-BVCJH,0.26,Low Risk
9620-ENEJV,0.21,Low Risk
4183-WCSEP,0.24,Low Risk
2378-YIZKA,0.0,Low Risk
5498-TXHLF,0.36,Medium Risk
0689-DSXGL,0.11,Low Risk
6818-DJXAA,0.15,Low Risk
9722-UJOJR,0.81,High Risk
0464-WJTKO,0.0,Low Risk
8902-ZEOVF,0.0,Low Risk
6778-EICRF,0.02,Low Risk
2662-NNTDK,0.03,Low Risk
4132-KALRO,0.74,High Risk
3902-FOIGH,0.88,High Risk
6772-KSATR,0.88,High Risk
7112-OPOTK,0.73,High Risk
2874-YXVVA,0.18,Low Risk
1245-HARPS,0.0,Low Risk
4210-QFJMF,0.8,High Risk
4323-ELYYB,0.01,Low Risk
4293-ETKAP,0.01,Low Risk
6064-PUPMC,0.02,Low Risk
6504-VBLFL,0.05,Low Risk
6322-PJJDJ,0.11,Low Risk
0330-BGYZE,0.25,Low Risk
1085-LDWAM,0.01,Low Risk
7586-ZATGZ,0.17,Low Risk
7197-VOJMM,0.04,Low Risk
3318-OSATS,0.84,High Risk
5828-AVIPD,0.78,High Risk
1843-TLSGD,0.0,Low Risk
9626-VFRGG,0.3,Low Risk
7075-BNDVQ,0.19,Low Risk
9143-CANJF,0.1,Low Risk
7284-BUYEC,0.2,Low Risk
2041-JIJCI,0.08,Low Risk
1086-LXKFY,0.99,High Risk
4900-MSOMT,0.0,Low Risk
2229-VWQJH,0.03,Low Risk
9194-GFVOI,0.01,Low Risk
1336-EZFZY,0.03,Low Risk
4282-MSACW,0.53,Medium Risk
1403-LKLIK,0.0,Low Risk
2636-ALXXZ,1.0,High Risk
7774-OJSXI,0.83,High Risk
7786-WBJYI,0.9,High Risk
0136-IFMYD,0.08,Low Risk
5144-TVGLP,0.48,Medium Risk
9643-AVVWI,0.34,Medium Risk
0253-ZTEOB,0.02,Low Risk
2706-QZIHY,0.06,Low Risk
6061-PQHMK,0.0,Low Risk
9885-CSMWE,0.97,High Risk
6137-MFAJN,0.14,Low Risk
9122-UMROB,0.07116666666666667,Low Risk
4232-JGKIY,0.16,Low Risk
2402-TAIRZ,0.12,Low Risk
9659-ZTWSM,0.05,Low Risk
9139-TWBAS,0.04,Low Risk
6685-GBWJZ,0.02,Low Risk
5016-ETTFF,0.76,High Risk
3866-MDTUB,0.46,Medium Risk
2195-VVRJF,0.33,Medium Risk
3913-RDSJZ,0.0,Low Risk
8058-JMEQO,0.92,High Risk
4203-QGNZA,0.0,Low Risk
5043-TRZWM,0.48,Medium Risk
0697-ZMSWS,0.98,High Risk
7657-DYEPJ,0.71,High Risk
9494-BDNNC,0.15,Low Risk
1640-PLFMP,0.8457142857142856,High Risk
5366-OBVMR,0.15,Low Risk
8276-MQBYC,0.86,High Risk
7644-OMVMY,0.01,Low Risk
7593-XFKDI,0.51,Medium Risk
4573-JKNAE,0.0,Low Risk
0337-CNPZE,0.88,High Risk
9817-APLHW,0.02,Low Risk
8380-MQINP,0.0,Low Risk
0840-DFEZH,0.15,Low Risk
1513-XNPPH,0.64,Medium Risk
8690-ZVLCL,0.0,Low Risk
6015-VVHHE,0.92,High Risk
1125-SNVCK,0.07,Low Risk
0384-LPITE,0.07,Low Risk
4616-EWBNJ,0.02,Low Risk
6347-DCUIK,0.82,High Risk
1335-HQMKX,0.06,Low Risk
2545-EBUPK,0.97,High Risk
6923-AQONU,0.0,Low Risk
2172-EJXVF,0.12,Low Risk
0897-FEGMU,0.97,High Risk
7663-RGWBC,0.63,Medium Risk
1120-BMWUB,0.72,High Risk
9124-LHCJQ,0.94,High Risk
4536-PLEQY,0.27,Low Risk
7029-IJEJK,0.01,Low Risk
8871-JLMHM,0.01,Low Risk
2235-ZGKPT,0.82,High Risk
3891-PUQOD,0.8,High Risk
5447-VYTKW,0.0,Low Risk
3623-FQBOX,0.01,Low Risk
0689-NKYLF,0.46,Medium Risk
8659-HDIYE,0.05,Low Risk
3658-KIBGF,0.49,Medium Risk
3474-BAFSJ,0.0,Low Risk
5519-YLDGW,0.86,High Risk
3865-ZFZIB,0.0,Low Risk
1855-AGAWH,0.58,Medium Risk
7109-CQYUZ,0.0,Low Risk
1370-GGAWX,0.08,Low Risk
4680-KUTAJ,0.02,Low Risk
5307-UVGNB,0.21,Low Risk
4946-EDSEW,0.66,Medium Risk
2883-ILGWO,0.08,Low Risk
2516-VQRRV,0.86,High Risk
7580-UGXNC,0.78,High Risk
3642-BYHDO,0.0,Low Risk
9629-NHXFW,0.16,Low Risk
2696-RZVZW,0.0,Low Risk
5766-FTRTS,0.0,Low Risk
0396-HUJBP,0.08166666666666667,Low Risk
5178-LMXOP,0.94,High Risk
8879-ZKJOF,0.07,Low Risk
6285-FTQBF,0.0,Low Risk
8185-UPYBR,0.89,High Risk
4585-HETAI,0.87,High Risk
7526-BEZQB,0.92,High Risk
1474-JUWSM,0.12,Low Risk
3530-CRZSB,0.01,Low Risk
8498-XXGWA,0.04,Low Risk
9617-INGJY,0.32,Medium Risk
0621-TSSMU,0.01,Low Risk
7234-KMNRQ,0.02,Low Risk
7636-PEPNS,0.05,Low Risk
4683-WYDOU,0.28,Low Risk
9052-DHNKM,0.08,Low Risk
6794-HKIAJ,0.05,Low Risk
5578-NKCXI,0.03,Low Risk
1642-HMARX,0.0,Low Risk
3096-WPXBT,0.04,Low Risk
8434-PNQZX,0.02,Low Risk
5950-AAAGJ,0.03,Low Risk
4299-OPXEJ,0.02,Low Risk
4951-UKAAQ,0.96,High Risk
9618-LFJRU,0.06,Low Risk
6693-DJWTY,0.04,Low Risk
0744-GKNGE,0.05,Low Risk
6447-EGDIV,0.01,Low Risk
1167-OYZJF,0.0,Low Risk
2108-YKQTY,0.78,High Risk
4806-DXQCE,0.04,Low Risk
4918-QLLIW,0.87,High Risk
7056-IMHCC,0.84,High Risk
4854-SSLTN,0.3,Low Risk
5294-DMSFH,0.27,Low Risk
4837-PZTIC,0.0,Low Risk
1625-JAIIY,0.71,High Risk
0603-OLQDC,0.04,Low Risk
3272-VUHPV,0.09,Low Risk
4176-FXYBO,0.15,Low Risk
1063-DHQJF,0.0,Low Risk
8663-UPDGF,0.01,Low Risk
6719-FGEDO,0.01,Low Risk
1837-YQUCE,0.0,Low Risk
2947-DOMLJ,0.65,Medium Risk
4112-LUEIZ,0.8,High Risk
0369-ZGOVK,0.34,Medium Risk
4510-HIMLV,0.967047619047619,High Risk
9919-KNPOO,0.23,Low Risk
8749-JMNKX,0.69,Medium Risk
7872-BAAZR,0.01,Low Risk
9391-LMANN,0.05,Low Risk
2430-USGXP,0.7,Medium Risk
8174-TBVCF,0.0,Low Risk
1698-XFZCI,0.36,Medium Risk
1877-HKBQX,0.02,Low Risk
4450-DLLMH,0.25,Low Risk
0428-AXXLJ,0.0,Low Risk
2746-DIJLO,0.11,Low Risk
5955-ERIHD,0.5,Medium Risk
0917-EZOLA,0.11,Low Risk
3508-VLHCZ,0.0,Low Risk
4086-ATNFV,0.03,Low Risk
0468-YRPXN,0.06,Low Risk
5996-NRVXR,0.02,Low Risk
3739-YBWAB,0.06,Low Risk
7047-FWEYA,0.13,Low Risk
2000-MPKCA,0.25,Low Risk
9762-YAQAA,0.07,Low Risk
5949-EBSQK,0.78,High Risk
5473-KHBPS,0.06,Low Risk
0100-DUVFC,0.09,Low Risk
5397-TUPSH,0.07,Low Risk
8950-MTZNV,0.29,Low Risk
0326-VDYXE,0.17,Low Risk
6773-LQTVT,0.27,Low Risk
7274-RTAPZ,0.94,High Risk
0436-TWFFZ,0.01,Low Risk
8566-YPRGL,0.15,Low Risk
0311-UNPFF,0.44,Medium Risk
6609-MXJHJ,0.09,Low Risk
2669-OIDSD,0.2,Low Risk
8400-WZICQ,0.02,Low Risk
3834-XUIFC,0.94,High Risk
9576-SYUHJ,0.45,Medium Risk
0410-IPFTY,0.55,Medium Risk
2831-EBWRN,0.31,Medium Risk
9430-NKQLY,0.0,Low Risk
8414-MYSHR,0.58,Medium Risk
0247-SLUJI,0.31,Medium Risk
9402-ORRAH,0.61,Medium Risk
6483-OATDN,0.07,Low Risk
1293-HHSHJ,0.0,Low Risk
4840-ORQXB,0.15,Low Risk
7599-FKVXZ,0.77,High Risk
3982-DQLUS,0.06,Low Risk
8610-ZIKJJ,0.03,Low Risk
3756-VNWDH,0.05,Low Risk
7801-KICAO,0.19,Low Risk
7673-LPRNY,0.05,Low Risk
8229-TNIQA,0.56,Medium Risk
6060-QBMGV,0.0,Low Risk
7339-POGZN,0.21,Low Risk
2828-SLQPF,0.04,Low Risk
4465-VDKIQ,0.36,Medium Risk
2921-XWDJH,0.44,Medium Risk
6221-AVQYL,0.8,High Risk
2558-BUOZZ,0.02,Low Risk
9257-AZMTZ,0.01,Low Risk
0003-MKNFE,0.05,Low Risk
0975-UYDTX,0.07,Low Risk
7743-EXURX,0.73,High Risk
4682-BLBUC,0.01,Low Risk
0975-VOOVL,0.08,Low Risk
5968-VXZLG,0.25,Low Risk
5569-KGJHX,0.7,Medium Risk
4988-IQIGL,0.97,High Risk
5201-FRKKS,0.11,Low Risk
9799-CAYJJ,0.29,Low Risk
7730-IUTDZ,0.73,High Risk
0426-TIRNE,0.5816428571428571,Medium Risk
5443-SCMKX,0.08,Low Risk
8295-KMENE,0.01,Low Risk
6738-ISCBM,0.07,Low Risk
9821-BESNZ,0.2,Low Risk
3678-MNGZX,0.0,Low Risk
1335-NTIUC,0.64,Medium Risk
2916-BQZLN,0.15,Low Risk
4558-CGYCZ,0.07,Low Risk
2368-GAKKQ,0.06,Low Risk
8710-YGLWG,0.32,Medium Risk
3199-XGZCY,0.09,Low Risk
3785-KTYSH,0.0,Low Risk
6814-ZPWFQ,0.0,Low Risk
4063-EIKNQ,0.1,Low Risk
6993-YCOBK,0.02,Low Risk
5206-HPJKM,0.13,Low Risk
7587-RZNME,0.88,High Risk
0748-RDGGM,0.7,Medium Risk
8393-JMVMB,0.4,Medium Risk
5019-GQVCR,0.2,Low Risk
6036-TTFYU,0.03,Low Risk
2550-AEVRU,0.03,Low Risk
0969-RGKCU,0.0,Low Risk
0378-CJKPV,0.0,Low Risk
4706-AXVKM,0.89,High Risk
5889-JTMUL,0.74,High Risk
9026-RNUJS,0.82,High Risk
3746-EUBYR,0.89,High Risk
2332-EFBJY,0.63,Medium Risk
2880-FPNAE,0.71,High Risk
1703-MGIAB,0.07,Low Risk
4311-QTTAI,0.02,Low Risk
9474-PHLYD,0.7,Medium Risk
4318-RAJVY,0.02,Low Risk
2165-VOEGB,0.7,Medium Risk
3612-YUNGG,0.03,Low Risk
2254-DLXRI,0.31,Medium Risk
5062-CJJKH,0.04,Low Risk
9028-LIHRP,0.07,Low Risk
2219-MVUSO,0.72,High Risk
1053-MXTTK,0.11,Low Risk
1530-ZTDOZ,0.04,Low Risk
1301-LOPVR,0.04,Low Risk
0853-TWRVK,0.01,Low Risk
8914-RBTSB,0.68,Medium Risk
6212-ATMLK,0.29,Low Risk
8200-LGKSR,0.01,Low Risk
1568-BEKZM,0.0,Low Risk
0670-ANMUU,0.23,Low Risk
6897-RWMUB,0.01,Low Risk
0963-ZBDRN,0.28,Low Risk
7594-RQHXR,0.87,High Risk
6999-CHVCF,0.03,Low Risk
6134-KWTBV,0.0,Low Risk
1077-HUUJM,0.3,Low Risk
6331-EWIEB,0.77,High Risk
0895-LNKRC,0.01,Low Risk
2045-BMBTJ,0.13,Low Risk
8417-GSODA,0.12,Low Risk
5171-EPLKN,0.01,Low Risk
4452-QIIEB,0.06,Low Risk
5998-VVEJY,0.89,High Risk
1624-NALOJ,0.84,High Risk
6741-EGCBI,0.15,Low Risk
7820-ZYGNY,0.02,Low Risk
4317-VTEOA,0.87,High Risk
9677-AVKED,0.02,Low Risk
1670-SVOWZ,0.72,High Risk
2227-JRSJX,0.1,Low Risk
9847-HNVGP,0.0,Low Risk
6696-YDAYZ,0.01,Low Risk
8980-WQFWL,0.21,Low Risk
1730-ZMAME,0.12,Low Risk
6506-EYCNH,0.12,Low Risk
4634-JLRJT,0.5881666666666666,Medium Risk
9501-UKKNL,0.1,Low Risk
2560-QTSBS,0.01,Low Risk
7541-YLXCL,0.78,High Risk
4795-WRNVT,0.14,Low Risk
6080-TCMYC,0.15,Low Risk
0260-ZDLGK,0.73,High Risk
7860-UXCRM,0.01,Low Risk
6357-JJPQT,0.4,Medium Risk
2292-XQWSV,0.14,Low Risk
9552-TGUZV,0.13,Low Risk
5913-INRQV,0.08,Low Risk
8722-NGNBH,0.7,Medium Risk
6210-KBBPI,0.81,High Risk
9643-YBLUR,0.09,Low Risk
8734-FNWVH,0.0,Low Risk
9447-YPTBX,0.01,Low Risk
0133-BMFZO,0.82,High Risk
6128-CZOMY,0.96,High Risk
9540-JYROE,0.39,Medium Risk
9026-LHEVG,0.14,Low Risk
2260-USTRB,0.88,High Risk
3656-TKRVZ,0.83,High Risk
7011-CVEUC,0.12,Low Risk
6185-TASNN,0.23,Low Risk
7925-PNRGI,0.04,Low Risk
8623-TMRBY,0.82,High Risk
1552-CZCLL,0.09,Low Risk
3038-PQIUY,0.05,Low Risk
1501-SGHBW,0.88,High Risk
9313-CDOGY,0.0,Low Risk
8148-BPLZQ,0.03,Low Risk
2623-DRYAM,0.15,Low Risk
9987-LUTYD,0.04,Low Risk
3208-YPIOE,0.32,Medium Risk
4488-KQFDT,0.25,Low Risk
2612-RANWT,0.97,High Risk
5693-PIPCS,0.1,Low Risk
0491-KAPQG,0.22,Low Risk
1925-LFCZZ,0.07,Low Risk
8039-EQPIM,0.0,Low Risk
6900-PXRMS,0.55,Medium Risk
8707-RMEZH,0.13,Low Risk
3346-BRMIS,0.65,Medium Risk
3209-ZPKFI,0.1,Low Risk
6479-VDGRK,0.0,Low Risk
9373-WSLOY,0.07,Low Risk
2933-FILNV,0.49,Medium Risk
3569-JFODW,0.0,Low Risk
9819-FBNSV,0.13,Low Risk
9544-PYPSJ,0.09,Low Risk
1591-XWLGB,0.0,Low Risk
0396-UKGAI,0.06,Low Risk
3243-ZHOHY,0.01,Low Risk
5186-EJEGL,0.1,Low Risk
7527-QNRUS,0.03,Low Risk
9986-BONCE,0.7333333333333333,High Risk
2722-JMONI,0.79,High Risk
2203-GHNWN,0.11,Low Risk
3878-AVSOQ,0.37,Medium Risk
3258-SYSWS,0.01,Low Risk
5296-PSYVW,0.0,Low Risk
6319-QSUSR,0.02,Low Risk
4083-EUGRJ,0.71,High Risk
7579-OOPEC,0.81,High Risk
0512-FLFDW,0.44,Medium Risk
1771-OADNZ,0.84,High Risk
0487-CRLZF,0.01,Low Risk
2107-FBPTK,0.28,Low Risk
9451-WLYRI,0.0,Low Risk
8219-VYBVI,0.01,Low Risk
1991-VOPLL,0.08,Low Risk
9738-QLWTP,0.02,Low Risk
1016-DJTSV,0.27,Low Risk
9419-IPPBE,0.13,Low Risk
0174-QRVVY,0.0,Low Risk
5699-BNCAS,0.0,Low Risk
2900-PHPLN,0.0,Low Risk
0612-RTZZA,0.86,High Risk
8106-GWQOK,0.04,Low Risk
8751-EDEKA,0.1,Low Risk
6878-GGDWG,0.1,Low Risk
4039-PIMHX,0.02,Low Risk
8450-LUGUK,0.01,Low Risk
3604-WLABM,0.18,Low Risk
0795-GMVQO,0.09,Low Risk
2259-OUUSZ,0.16,Low Risk
1142-IHLOO,0.11,Low Risk
6410-LEFEN,0.4,Medium Risk
4633-MKHYU,0.28,Low Risk
6257-RJOHI,0.1,Low Risk
1545-JFUML,0.01,Low Risk
3194-ORPIK,0.24,Low Risk
7826-VVKWT,0.15,Low Risk
1353-GHZOS,0.13,Low Risk
2587-EKXTS,0.08,Low Risk
5442-BXVND,0.02,Low Risk
8816-VXNZD,0.82,High Risk
9378-FXTIZ,0.7,Medium Risk
1723-HKXJQ,0.93,High Risk
